UMAP1,UMAP2,word,cluster
2.2542596,1.1931373,command,9
2.333411,3.8659341,journey,7
0.96951324,3.951786,terry,5
2.607143,2.7969563,number,2
0.528586,3.9741533,satisfaction,7
2.4403036,5.7547016,hurry,7
1.204279,2.7787404,affair,7
4.3469696,3.917348,ladislaw,4
0.14823423,4.059861,anxious,7
0.5448975,2.7332923,proud,5
2.4936233,7.1002126,hot,8
-0.8079782,1.7307463,understanding,6
-0.5191957,5.929804,blood,0
-0.33271572,2.5780232,habit,6
1.6520654,4.873144,harald,7
1.9872284,2.565398,fortune,6
-0.02044524,6.901428,fresh,3
2.0904658,3.582733,engage,7
-0.22051644,3.0973566,treat,5
-0.27384403,3.8917487,peace,0
1.2643396,2.3427362,belong,6
-0.22936185,1.2786769,female,6
4.7325306,3.698192,vincy,4
0.26971632,3.4211955,refuse,5
-0.38660887,5.910311,sigh,5
1.9292501,2.3258886,interesting,7
-0.08870719,1.0987892,principle,6
0.075451456,2.8137727,difficulty,7
-0.5794661,1.9262623,sentiment,6
-0.11961348,3.2304,declare,5
-0.042038742,1.1471936,moral,6
-1.032833,4.98848,sink,0
0.48141685,2.6902792,admit,6
1.1973212,6.71495,outside,3
1.2556663,4.5250435,celia,5
0.5885764,5.1295295,quick,0
0.6326875,7.22155,gate,3
0.12681659,7.6137214,hill,3
-0.32631537,1.7924829,parent,6
-0.24148512,3.2946036,easily,6
2.8119733,3.3740025,nearly,8
-0.021258458,6.4494514,heavy,3
0.31188947,2.6186342,proper,7
0.25371784,3.217869,prevent,7
1.6870862,5.666103,hide,1
1.9938517,7.2307506,pocket,1
1.0317388,6.1063766,put,1
1.8953124,6.3216305,drawing,7
0.041184183,1.9521009,result,6
-0.8553304,1.8578227,exercise,6
0.9460095,3.6842234,exactly,7
3.3366992,3.2305145,invite,7
1.0585448,0.93151814,race,6
1.4882482,5.0999584,busy,5
0.8344225,6.224621,press,0
2.454512,3.9547179,agreeable,7
-0.03944812,3.0626774,determine,7
0.08331768,6.174872,gaze,3
1.5971003,2.7336738,private,7
-0.18883285,5.6467156,movement,0
1.8323567,3.0380692,intend,7
0.33417836,6.984334,wave,3
-0.922461,4.979581,sign,0
-0.069484584,2.12772,judgment,6
-0.67659646,6.1426625,wild,3
1.2536922,1.2999297,accord,2
0.036279235,1.5319488,existence,6
0.8910997,4.1175594,content,5
1.9197971,3.7701528,part,9
0.6336625,2.5967407,situation,7
-0.40580937,4.270353,stephen,0
1.7052335,3.5520356,worth,5
4.141932,3.9476109,st_john,5
1.9238217,3.6670895,news,7
-0.2423427,5.15849,utter,0
-1.0083303,2.2504826,weak,6
0.83266103,2.334768,direct,6
3.0977879,4.121017,inquire,7
-0.52408475,1.9012551,sacrifice,6
1.5413353,7.101505,floor,1
-0.43170983,6.868501,shadow,3
2.628332,3.6000276,middlemarch,7
1.0985885,5.571856,bow,1
1.2175702,7.9082866,brown,1
-1.0011343,5.2336926,charm,6
3.2421165,3.570091,winter,3
-1.3351371,4.427188,sorrow,0
1.9594138,4.6983943,papa,5
0.61571676,3.255485,notion,6
1.5637767,1.4877025,honor,2
1.2812537,1.2668519,class,2
-0.20271687,1.3341149,faith,0
1.5234573,7.242328,knee,1
1.6887423,4.212548,everybody,5
2.2522264,2.3829286,lesson,5
-0.86432004,1.7421912,render,6
-0.4954492,2.7099395,fail,0
0.37188718,2.4981925,bind,0
0.7307757,0.86192936,slave,6
3.788777,4.273566,hirst,4
-1.2093713,4.697154,dread,0
-0.096731246,7.679138,wood,3
-0.41658348,4.30454,escape,0
-0.9395103,4.1422167,impression,0
1.0760907,2.0092256,difficult,6
-0.7417142,2.9787083,confidence,6
1.8763269,4.646671,kill,8
0.3730002,4.4434147,hurt,5
2.8881102,4.025267,peter,8
0.56801784,3.2330222,surely,6
2.5154107,5.055326,mistress,7
4.408446,3.8986695,farebrother,4
-0.57780635,1.4020631,pure,6
0.8786525,7.6275105,shape,1
0.06902918,1.9255458,support,6
3.0370412,4.0613923,mile,7
2.5102496,4.000943,isabella,7
-0.5777695,2.081245,personal,6
1.5315607,0.7675217,christian,2
0.94009435,7.870042,tall,1
1.6060008,3.7671065,beg,7
1.4199252,2.61759,important,2
-0.9969233,3.6143806,vain,0
1.6337869,4.32742,sir_james,5
2.918839,3.969509,arrive,7
-0.4818388,5.054953,cease,0
1.239328,4.68715,nurse,8
2.2257645,5.3502836,maud,5
1.4662929,4.4814577,doctor,5
0.5137976,2.582635,justice,6
-0.79847664,3.4862785,danger,0
-1.2638237,4.5631285,emotion,0
-0.06759115,6.0723767,cast,3
0.83948046,2.3996284,difference,6
2.0590627,2.6036932,french,2
0.22490579,4.8435116,gentle,0
2.874522,4.2103176,direction,7
1.0056717,7.309754,mouth,1
0.50281644,7.132629,lovely,3
-0.29945844,4.1459804,prospect,7
3.7368248,4.3107567,hewet,4
0.33798835,2.5989656,praise,6
-1.3146442,3.8947692,consciousness,0
0.5986888,3.4490771,language,6
2.6417885,0.7667724,ye,8
0.3335725,5.831922,advance,9
2.8986413,7.124389,drink,8
1.9565898,3.9283311,charming,7
0.12425723,6.261779,beat,3
2.6616232,6.4739823,breakfast,7
2.2657378,6.691394,kitchen,8
2.628164,1.060494,angel,0
-0.52029276,3.1777184,resolution,0
1.2041281,4.533198,guess,5
2.5766208,1.8079807,property,6
2.6211357,1.6919204,name,2
0.6163992,7.8296933,feature,1
-0.55851465,6.867946,snow,3
0.3093088,4.3873906,angry,5
1.8247371,1.7315406,bless,5
0.57300496,0.92768544,freedom,6
-0.33870235,3.0588098,kindness,7
0.80575174,3.5708847,excuse,7
1.3150313,3.2814999,lot,5
3.0409174,2.9541705,later,2
0.074726306,5.385909,quickly,0
0.16543019,6.1431465,rush,3
1.3463024,3.809565,amuse,5
-1.137169,2.210723,imagination,6
3.1212108,5.541367,bob,4
0.2747661,1.2171129,wisdom,6
0.45113343,7.5836334,broad,3
1.3186529,3.6754029,suggest,9
0.6816575,5.6432076,presently,8
1.2027129,6.040961,straight,1
3.0845728,3.7485545,wakem,4
-0.1658609,7.521272,mountain,3
0.10749096,7.6310434,color,1
-0.4616763,7.1726727,cloud,3
1.3394322,0.7927971,nation,2
-1.1802036,4.5608816,calm,0
1.0316216,0.9002394,represent,2
1.9418789,7.932538,bonnet,1
-0.951655,3.0329654,arise,0
0.23990859,3.6586206,urge,0
-1.1099046,5.193387,vision,0
-0.89656436,3.5853279,event,7
1.7209392,4.8361816,sick,5
0.62161136,3.9698882,stranger,7
-0.91091585,3.6842794,regret,0
0.9546302,3.7765965,satisfied,5
3.7430866,6.10817,de,8
-0.070778586,6.2309647,blow,3
-0.97473836,3.9367294,conscious,0
-0.822236,2.7791393,sympathy,6
1.0068405,2.5206528,generally,6
-0.12270684,7.3462734,spot,3
-0.5581644,3.8234742,lover,0
0.9306945,5.39369,quietly,5
0.10235604,4.1356754,forgive,5
4.8918543,3.6130803,flush,4
-0.050586894,1.8865223,equally,6
2.0199625,4.816397,one,9
1.3062822,3.319471,safe,7
0.0034614631,6.064119,breath,3
1.1641018,3.521784,complete,7
1.5832808,0.8629304,religious,2
-0.40765893,7.272832,sky,3
2.1430376,1.8788457,grand,2
2.8085399,4.0465097,directly,7
2.2260265,6.197906,fashion,9
2.8069503,2.391249,propose,7
2.9541664,5.0703316,robert,8
0.14126334,7.5218234,spread,3
