UMAP1,UMAP2,word,cluster
0.42441672,3.201359,hearted,5
0.35677394,5.578448,hush,0
2.8824065,3.9733572,funeral,8
0.17719625,2.967606,careless,6
3.2849288,4.5808806,peter_walsh,5
4.0478497,2.832105,george,2
-1.1446005,3.445539,certainty,0
4.015545,4.230513,hindley,8
0.03189555,2.2865944,argue,6
2.5455399,6.9643025,swallow,8
0.36771905,1.8838614,process,9
0.07878065,2.8486152,interfere,6
-1.1759601,4.5173087,reality,0
0.39991722,3.6494904,boast,6
0.1637736,7.5348763,border,3
-0.76464653,4.115168,savage,0
-0.2297809,4.626341,eagerness,0
-0.06388278,4.4975114,rude,5
0.007869298,7.125378,centre,3
0.20774771,6.270815,thunder,3
0.48740935,2.0568542,appreciate,6
3.1768613,5.956974,whip,8
2.303809,6.725908,seed,3
-1.341274,3.3116927,compassion,0
-1.2881261,4.006102,outward,0
-0.7079738,2.9048562,intimacy,7
-0.5585025,3.243591,determination,0
2.6684432,3.282166,dollar,2
-0.5259033,6.248683,flight,3
0.3135103,1.3980601,ability,6
1.9857278,3.5897236,delighted,7
0.8600944,5.010959,darling,5
2.3480277,1.4087323,soldier,2
-1.1789149,3.2801507,useless,0
-0.18091884,3.7386503,abuse,0
-0.8220861,5.5301676,gloomy,3
4.3671813,3.7181363,perry,4
2.6450868,0.70924056,thou_shalt,8
0.69548017,3.0303965,obvious,6
0.9820504,7.3296003,thread,1
-0.2785335,6.904001,current,3
-0.8714803,1.8353184,strengthen,6
3.1975014,6.017397,plantation,3
1.3309786,1.9240345,opposition,6
-0.07437,1.2074623,perfection,6
0.027102653,7.2576942,cattle,8
-1.2528392,4.493173,conflict,0
-1.13628,2.3451407,toil,3
-0.32177812,2.335993,vulgar,6
2.031428,6.906523,sew,1
-0.099398695,3.398119,pardon,0
2.2501009,6.6522856,wheel,8
1.2531756,5.0778856,hearty,5
1.6920363,4.7903643,worry,5
3.0532598,2.6935208,ann,7
0.2641622,7.3630977,amid,3
-1.1282206,4.9706016,revive,0
2.6668458,1.3133364,prince,2
2.5885956,3.141605,income,6
2.6160667,1.1173527,prophet,2
2.47127,1.0637983,tribe,2
0.5108693,6.9672866,ice,3
3.04265,3.4634426,west,3
-0.8161001,4.197887,encounter,0
2.6435964,3.7130532,netherfield,7
0.25904733,7.718883,oak,3
1.4871536,0.8120899,doctrine,2
2.0576577,6.898887,pencil,1
1.9186071,7.81173,pin,1
0.14297307,7.688827,hollow,3
2.3597748,5.5730395,coach,7
1.5072099,7.7130938,tiny,1
-0.96283823,1.8849236,ardent,6
2.7932792,7.2310624,dish,8
-0.30920267,3.481192,defend,5
0.52975583,3.3454604,politeness,6
-0.5542319,3.0565352,injustice,6
0.112143576,2.4944599,attraction,6
1.9393312,7.935913,ribbon,1
-0.06526636,2.061554,associate,6
-1.2039424,3.3755774,habitual,0
-0.8333848,5.303916,blank,9
0.99801046,4.775168,cheerfully,5
2.4113395,0.95479774,jews,2
3.4927278,6.0616136,la_folle,3
4.1315517,3.981637,wrench,4
-0.42947352,7.073835,twilight,3
0.62168103,3.2491126,polite,9
0.7646066,3.029408,proposal,7
-0.795045,4.3753214,last,0
-0.5108971,4.907343,unconscious,0
1.9216454,7.740647,costume,9
1.7357851,0.93202436,verse,2
2.063082,6.905896,desk,1
1.6761881,2.8023875,attractive,6
-0.5794581,5.633746,ache,0
-0.27245712,5.1816373,restless,0
-0.8060145,2.111069,simplicity,6
1.6433175,7.464973,carpet,1
3.0139623,4.6993833,septimus,5
1.4715704,2.4652185,type,6
-0.2817226,1.65441,earthly,0
0.35623735,2.3873847,dodson,6
0.8188036,4.1254787,annoy,5
1.055436,7.0799727,flat,3
0.07763818,3.6159718,willingly,7
0.53202605,5.6544566,frown,1
0.90119404,1.8488201,theirs,6
0.96930605,3.81228,natured,5
2.1146486,1.1021748,altar,2
-0.52239174,6.610406,float,3
0.2316433,2.9582505,communicate,7
1.6929379,1.4976282,scholar,2
-0.56803495,2.0949771,exert,6
1.0574772,6.87631,bone,8
1.6708739,2.6278384,fashionable,2
1.8851312,5.489775,greet,8
2.5896277,1.8270775,publish,2
0.38207594,7.3913937,soil,3
-0.39627522,6.2042055,swell,3
3.243148,5.3747725,luke,8
0.83184046,7.146331,left,1
0.9515313,6.6755996,retreat,3
2.453658,0.9202186,adam,2
-0.1516725,6.0047593,flutter,3
1.6716242,2.521524,addition,7
-0.19949509,7.2648463,moonlight,3
1.60244,2.4044158,politic,2
2.5769594,6.882639,corn,8
0.19692828,7.5949926,hedge,3
0.76429886,5.221295,anxiously,0
0.48096094,6.1873584,scream,8
2.6821127,2.2828784,appropriate,2
1.8539789,5.8599086,bath,8
1.4669727,7.129128,stool,1
-1.2525277,3.4496515,bitterness,0
0.55518913,0.9270591,conception,6
0.18853472,6.003568,ere,3
2.3011897,0.9659474,eve,2
4.658428,3.3839614,colonel,7
1.8455397,7.5256634,wrap,1
0.83079004,7.8233886,eyed,1
1.5597469,2.1990964,instruct,2
1.1316003,2.6453793,communication,7
3.3610692,5.401495,ha,8
2.2126546,7.120814,sewing,1
0.18448202,6.3004336,roar,3
-0.15846658,7.0734653,island,3
1.9973642,2.3696094,amusing,9
0.072752,1.4730214,interpret,6
2.8161488,7.1778207,chicken,8
-0.08544364,2.6092055,romantic,6
1.91338,7.9257035,frock,1
2.2307584,2.4233646,latin,5
-0.7918834,6.2021523,gloom,0
3.3181942,2.4993525,club,2
1.2044431,4.578684,infant,9
-1.3683634,4.2100706,longing,0
1.1489873,1.4143394,reverence,6
-0.8167394,2.7829788,mix,9
1.3503036,3.213347,resource,9
3.1888847,3.2577271,east,3
0.89572793,2.9123042,variety,6
-0.022151668,5.2853527,gesture,1
2.644444,4.1279407,farmer,8
0.16052029,1.548207,activity,6
1.0313118,2.5790255,likewise,7
0.42855862,4.2906537,performance,9
0.5041332,6.6284885,stamp,9
2.542223,4.545785,chat,7
0.7665745,5.4197297,tenderly,0
2.8797283,2.5568473,newspaper,2
0.081304386,7.5256643,tower,3
3.2746358,2.4679127,europe,2
1.1153549,7.9250445,skin,1
2.1249053,7.59583,apron,1
-1.070021,4.914462,awaken,0
2.072313,7.2958317,pile,1
-0.85334146,1.7458217,virtuous,6
2.8907747,7.1763954,pot,1
1.1547384,4.915491,flourish,9
3.0098035,4.2278414,lodge,7
1.7856278,1.1154464,bishop,2
-0.9443265,4.2229176,confound,0
0.2742325,2.5575902,assertion,6
2.089632,1.5937929,glorious,3
0.37154895,7.22689,climb,3
1.0825068,0.7867357,degradation,6
1.533621,6.789916,upper,3
-0.03290472,1.9178436,necessarily,6
2.6307838,1.7746907,prison,2
-0.8684179,4.128763,animate,6
-0.8427962,4.91514,subdue,0
1.1021959,3.5417573,renew,0
0.8812138,5.8166194,lightly,1
1.4865583,2.466325,incident,9
0.52203166,1.8439748,exact,6
2.8478017,1.1469215,wilderness,3
0.23132066,3.7651117,persist,0
3.1715882,5.7594104,bite,8
1.428873,2.865211,sentimental,5
1.7211217,4.8016562,gladly,5
1.3414856,7.5622287,throat,1
0.75686026,4.21083,blunder,9
3.569735,4.374138,arthur,5
1.0300673,1.0676732,inspiration,2
1.9014131,7.1546364,closet,1
1.0568995,6.631249,sword,8
1.8444518,2.0989597,distinguished,2
0.038667765,1.9304271,reputation,6
0.89553446,2.3879828,satisfactory,6
0.13385306,3.9693768,utterly,0
2.1377082,5.013704,teddy,5
-0.95292515,3.7698047,resentment,0
1.4884408,7.4095454,elbow,1
2.1466537,6.777329,cow,8
0.17871855,1.234892,govern,6
1.1413369,3.580725,occasional,9
1.3242692,2.6580074,final,2
4.433187,3.1336553,kilman,5
3.3406878,5.4277678,un,8
-1.2015196,3.448403,fatal,0
0.6986657,3.37156,assistance,7
3.2398431,3.0049438,escort,8
2.7384832,1.3981518,host,2
2.2968626,1.0340793,apostle,2
2.7580178,6.0752273,pony,8
0.40755805,3.5110493,anticipate,7
-0.5198315,3.1989691,firmly,9
-0.8798949,2.8499196,discontent,0
3.3180594,3.6406143,autumn,3
1.5086215,3.1663504,rob,9
2.4112988,6.8606567,lamb,8
3.2525036,6.0466046,negro,8
-1.140987,2.4737723,luxury,9
0.9782753,7.3872437,trunk,3
-0.9235221,3.2315001,impose,6
2.7068784,3.7794087,captain,8
-0.6580619,3.4149237,timid,0
3.1464748,3.3713374,magnificent,2
1.5794222,1.3342248,miracle,2
1.1586814,4.5517926,dodo,5
0.2668325,2.1289492,rapid,9
0.46629396,7.487596,nest,3
0.6269261,5.881546,pélagie,3
0.97773606,5.7384567,rear,3
-0.43962726,4.853745,rapture,0
2.723261,7.1266093,oil,1
0.26935667,1.5519017,differ,6
-0.40590972,7.2130094,mist,3
-1.0661651,3.0377705,mixture,9
1.2237757,0.9696955,citizen,2
0.5419357,1.027958,culture,6
1.392091,6.343191,trot,8
3.349586,2.3280265,washington,2
-0.7479449,4.1930766,impatience,0
-0.4268379,2.850125,inevitable,6
0.9396894,3.878886,dismiss,7
0.36893526,4.2795033,provoke,5
-0.3441811,3.9115343,complaint,0
-0.43448508,4.6504226,warning,0
3.0904813,3.939182,india,8
2.8314092,4.020626,wuthere_height,7
1.141224,2.820501,contemplate,9
2.7354941,7.223847,egg,8
0.22040568,2.494852,accustom,9
0.2749966,1.0622814,combine,6
0.283515,7.0564075,shower,3
1.8947427,7.996773,button,1
0.12184942,1.818513,involve,6
2.617691,4.142617,thornfield,7
-0.48361593,6.3241916,penetrate,3
1.2314423,6.7466817,swing,1
-0.12093146,3.559283,counsel,9
-0.37650242,2.5333982,preference,6
2.2619488,7.1486483,mend,8
-0.34654433,5.7658415,quiver,0
0.7252874,4.4235253,awkward,7
1.1396092,0.7909381,standard,2
0.9042906,1.5324235,heavenly,9
1.8461069,7.488552,fashioned,1
-1.0200217,2.9571095,unnatural,6
0.23403525,1.6824362,balance,9
2.568424,7.3025594,tray,1
2.5219095,7.14358,stove,8
0.98778504,3.0207431,attract,9
-0.61275965,3.7554994,unfold,6
0.99857026,3.8245609,humor,9
1.6387078,7.1767235,chest,1
0.50745344,2.7589855,plead,9
2.6623473,4.3005996,stone_court,7
-0.71536505,1.5980362,sublime,6
-0.54818016,4.812589,awe,0
1.916091,7.1278605,dirty,1
0.7203753,5.7939267,backward,0
0.4164493,6.647922,pitch,3
0.69352424,2.5907748,reject,6
0.34114692,5.504695,arrest,0
2.355972,1.5443722,signify,9
1.4396873,2.6466389,physician,2
0.562451,5.9451394,pauline,3
3.3742068,2.4054418,speaker,2
2.681315,5.172197,madame_ratignolle,8
1.0068601,3.2488105,surprize,7
0.18090676,4.013693,console,0
0.44048163,2.0597777,incline,9
0.003829655,7.493247,bridge,3
-0.38089132,2.554916,weigh,0
-0.014458784,2.2274623,allude,6
-0.3594683,1.4997009,subtle,6
0.8263073,7.2890677,flock,3
0.29862246,4.223145,accent,9
-0.43594104,6.486195,midnight,3
-0.51346844,3.173803,repent,0
1.9110845,7.0155277,adorn,1
2.3930552,1.4907733,inheritance,6
0.85485584,1.6627961,extent,6
1.8722297,7.8236685,stiff,1
0.6549629,2.37005,speculation,9
2.293913,1.130365,offering,2
4.3629894,3.093636,kate,8
-0.7081042,3.192845,unreasonable,0
2.5801625,1.6887656,job,8
1.3587363,0.86739445,divorce,2
2.1185772,7.4916706,doll,1
1.0276372,3.957836,ellador,6
-1.0537093,4.2466273,pressure,0
-1.06366,2.5719402,banish,0
-1.1263402,2.0211163,fondness,6
2.5195441,2.4597893,career,2
0.4119583,5.481462,adventure,3
0.21495393,5.8147874,singing,3
0.40828106,6.8933053,plunge,3
-0.48459402,3.1030378,apparent,0
0.1716315,4.8876433,fortunately,9
-0.7841984,4.548721,separation,0
0.7079598,2.9768417,dignified,6
2.3650613,3.18556,security,6
0.14529607,5.606719,lower,9
-0.6026761,1.4992054,purity,6
0.09673807,1.7268515,unite,6
4.139744,3.9141607,mason,4
-1.3158002,4.308788,pang,0
-0.5325295,2.4627957,actual,6
3.571771,5.915308,ben,8
0.022876782,7.5524178,flood,3
1.8752314,0.77313375,hebrew,2
-0.38068178,1.7142413,companionship,6
0.20365044,7.0692987,beast,3
2.5889854,3.20803,thousand_pound,7
1.5147984,0.7730169,christianity,2
-0.58831716,5.5546465,strangely,9
3.8962035,3.0008628,margaret,2
0.73293245,2.8256316,exception,6
2.9027507,7.1484823,meat,8
-0.2362093,5.212213,stern,9
2.0924127,2.983521,management,6
1.5728747,4.6373024,murder,5
-0.85977703,3.4233098,crisis,0
1.2359374,6.6219735,tumble,1
0.8832814,0.85157675,eternal,0
0.3390927,1.0637946,immortal,6
0.4157685,1.0689868,characteristic,6
0.30019984,7.595475,lofty,3
1.8154781,3.0663633,topic,7
0.09132883,2.5912507,confirm,6
2.8936465,5.819709,bargain,8
-1.0413203,4.7298994,torture,0
3.5525928,6.0653963,euphrasie,8
2.0288112,1.8897871,title,2
1.2830529,1.9760939,prize,6
3.3827915,2.4895515,celebrate,2
1.6263399,4.6449895,tease,5
0.5251306,7.652454,marble,1
-0.38576552,6.9453835,surface,3
-0.9632943,4.4027376,torment,0
-0.9751303,2.3219438,practise,6
1.2986376,3.5392394,converse,7
-1.1197896,4.673053,vigorous,9
1.0511808,5.4001436,impatiently,5
0.32371688,2.6851046,convinced,6
3.3112154,4.5739365,hugh,8
3.1671634,3.8249211,assemble,7
0.9859184,7.79063,stout,1
0.016329784,3.4475846,accuse,6
1.7938972,0.8773871,scripture,2
0.8721942,4.2946515,fret,5
1.3065274,0.7968062,discipline,2
0.1960681,3.7112467,confide,6
1.3365268,3.282767,await,7
4.070567,2.865109,eliza,7
1.119819,4.3930674,shy,5
0.62388426,5.7763095,resemble,9
1.6690924,2.7840598,reduce,9
3.581677,6.096423,placide,8
2.1997151,7.1476803,parcel,1
1.59362,5.035817,dreadfully,5
2.060178,7.543374,needle,1
-1.1014124,5.1485705,vivid,3
4.434788,3.1221347,taylor,7
2.1961489,1.468389,quote,2
0.37609562,1.3854036,found,6
2.3834095,0.87197465,genesis,2
-0.9465217,5.682599,sway,9
3.014587,2.988638,eighteen,9
1.0268435,3.9261925,cordial,7
0.44182372,3.1335688,adore,9
0.29918215,2.3578787,application,6
-0.78874,3.2934396,reconcile,0
1.719079,6.423487,pinch,1
-0.27591047,5.2167177,fierce,0
0.18308485,2.0182176,bearing,6
1.9464017,6.242348,castle,3
1.654099,7.2108583,adjust,1
-0.78259385,4.6706166,abandon,0
1.6292748,3.8541121,unusually,9
1.9799066,6.918008,size,1
-0.048355132,7.245234,ascend,3
0.22994474,2.978844,calculate,6
-0.8296538,1.9677674,cunning,6
1.3750623,3.9981825,hearing,7
-0.2553024,2.9764168,notwithstanding,6
1.4734669,6.5974483,pat,1
3.4711385,5.947102,monsieur,8
-0.7626749,3.1775491,prompt,0
3.1250694,4.066298,saturday,7
0.7037097,5.688874,dumb,8
0.25196794,6.2377753,broken,8
1.059125,1.9256979,admirable,9
-0.7414259,4.322807,detect,0
2.6055691,1.1762995,royal,2
1.4072016,2.3896368,principal,7
-0.8105642,5.046789,desperate,0
0.18994115,5.5056214,clung,0
1.1464826,4.7231827,gravely,5
1.1237429,0.8928287,illustrate,2
0.30121827,1.3408812,strict,6
-0.5316751,5.7603083,dart,0
-0.6372219,2.9464662,probability,0
2.059258,5.422781,scrape,5
1.2436657,0.93432176,significance,2
-0.80241597,4.921052,suppress,0
-0.15164329,1.1380545,morality,6
-0.16097713,7.5072827,ocean,3
0.92414516,0.9690091,problem,2
1.6815968,3.5370731,project,7
1.2639067,1.1468863,legal,2
0.28821683,3.4746177,sincerely,6
1.4928385,6.7675347,came,3
2.6311448,5.4110475,luncheon,8
0.07017294,7.2448497,block,3
-0.47400087,3.6944602,disappointed,5
-0.48353714,4.5104003,cling,0
1.2228351,5.182819,abruptly,5
-0.0003699463,4.354928,indignant,0
0.6481999,2.3741264,deem,2
1.9176238,7.118939,jewel,1
4.2537813,5.9017897,non,8
0.79921657,5.099156,bold,9
0.35679978,6.7918878,shiver,3
1.8703463,7.7856174,cloth,1
1.5300441,1.4903349,reference,2
1.382598,5.168996,diana,9
0.25714788,2.6039224,shift,9
3.3513136,5.39229,th,8
1.3633915,0.7699597,origin,6
1.4715544,6.471567,comfortably,7
1.664979,2.7716634,introduction,7
4.2241206,5.8944917,e,8
1.2781337,7.472942,mirror,1
1.1892475,6.7302084,car,3
3.2774773,4.627296,lady_bruton,1
0.3511209,3.2924209,secretly,5
2.694262,1.0481329,isaac,2
3.985322,2.6625526,rev,2
1.8644946,7.202995,shelf,1
2.0477858,4.8328004,bye,5
1.0954773,7.3817368,stately,3
3.7539845,6.1040792,be,8
4.4406385,3.1422963,vinrace,4
2.339922,1.881045,footnote,2
1.5340767,4.295114,rid,7
0.44304082,4.4128714,bitterly,0
-0.09693159,6.8707633,coast,3
1.9512249,1.4170116,leader,2
0.9781035,2.8206224,protection,6
0.71445704,5.8294835,likeness,9
0.4251376,5.4818892,groan,0
-0.39727685,7.061326,breeze,3
2.2050612,4.3381457,bore,9
0.35664213,3.2234979,unnecessary,7
0.39077327,7.3080397,fence,3
2.542138,3.952286,ned,5
-0.5781794,2.9772062,obstacle,6
2.473507,2.944212,clerk,2
-1.1936343,2.914523,perception,6
-0.2501073,2.5708134,ridicule,6
-0.85493755,4.9465423,subside,0
4.2971573,3.9139826,riley,4
1.8004299,1.976327,narrative,2
2.2580209,3.6626015,own,8
-0.9414881,3.5768962,vexation,0
2.6394439,3.0308182,indian,2
2.387842,3.574523,pemberley,7
0.55079085,2.9191055,offence,9
-0.40781346,7.1671367,ray,3
4.0346794,2.8502486,charles,2
-0.80954534,2.0064278,dependence,6
1.8120495,3.3944836,remarkably,9
-0.0017674948,1.6265869,refined,6
2.447981,2.5038407,date,2
2.6170263,0.6689499,thine,0
-0.1900867,1.3928738,contend,6
0.76548856,5.966981,remote,3
-0.37514743,5.218323,agitated,0
0.6481003,2.7158668,contradict,6
2.3823512,1.4754682,thankful,7
-1.036728,4.78287,horrible,0
0.74512506,2.3032541,rarely,9
1.6350124,5.1950254,norway,3
-0.34136882,4.4593706,refuge,0
0.73641235,4.899219,farewell,0
1.1170269,1.9764705,devoted,6
3.9833019,2.828627,william,2
0.51465064,6.4213057,bud,8
-0.60180944,4.0765576,inwardly,0
-0.74913675,4.512441,pathetic,0
0.40504238,3.716393,formal,7
0.6269545,1.3671494,obedience,6
2.824241,2.2621078,seventy,2
-0.30862194,6.5911083,glimpse,3
-1.0604081,2.6884925,utterance,0
2.7067866,4.10464,penny,8
2.9001305,2.976635,sixteen,9
-0.3402146,3.4138846,safety,9
4.2970386,3.887359,brocklehurst,4
3.759065,6.124635,yo,8
1.8556322,7.939153,muslin,1
1.5353087,7.2104793,rug,1
1.9059526,5.727771,hit,8
3.5001078,6.044298,offdean,8
1.1736088,6.369159,tap,1
1.8923595,4.183053,rector,5
4.886602,3.6265378,waule,4
1.5106162,7.7788796,robe,1
0.6126443,2.8290505,uncertain,9
-0.68833303,2.1455443,cruelty,6
-0.0847985,1.8894557,defect,6
0.13333656,1.6671021,enlighten,6
1.1785977,1.092647,universe,6
0.46919996,2.4040456,thorough,6
2.4757447,1.3534251,throne,2
2.82515,4.4357743,errand,7
1.2456802,3.6483693,defer,7
2.7151792,3.3237152,lowood,2
3.19517,3.0780048,residence,7
2.9126718,7.2301846,sugar,8
3.1456716,2.3035345,review,2
0.39619705,1.648652,exhibit,6
1.8453126,7.8027368,tight,1
3.7709124,6.140177,don,8
0.35394177,1.4833019,scale,6
1.307074,1.0025873,majority,2
2.289236,4.431656,grandmother,7
-1.0471476,1.9497838,relish,9
1.0242374,2.4887109,dispute,7
0.15856272,1.1650777,elevate,6
-1.1558582,3.8630753,remembrance,0
0.8278268,6.6294637,fro,3
0.17437623,1.6999123,estimate,6
1.888235,2.580506,establishment,2
-0.6330781,3.4766219,violence,0
-0.15712056,6.323997,kindle,0
0.52711487,3.4925191,affirm,9
0.7247853,3.1664965,singular,9
2.4733026,5.2380714,starve,8
3.4847002,6.1755714,bayou,3
0.88430554,6.9107575,slide,3
1.7600038,7.7285013,trim,1
0.77122676,6.0557127,clutch,1
-0.62402,3.2735837,maternal,6
1.0754784,1.5795556,numerous,2
2.7949855,4.971943,allay,5
0.3482943,7.60544,huge,3
2.5806746,3.5116727,market,8
1.7910875,7.7145596,umbrella,1
-0.6111971,4.1598144,poison,0
0.5694225,6.3106184,inhabitant,2
3.303489,3.5249977,november,3
2.55275,3.1545987,sale,2
-0.70667845,3.467562,symptom,0
-1.1100042,5.025874,shudder,0
0.7818401,6.9031467,blaze,3
0.18058276,7.617454,lawn,3
1.9280567,3.5151393,decent,8
2.8397615,3.6819746,meryton,7
3.083906,5.3615465,ay,5
1.5775309,1.2703683,popular,2
1.6911395,4.021699,interruption,7
1.9005527,2.462083,convert,2
-0.55862653,4.2268906,confession,0
1.0236677,7.6495476,erect,1
2.0552204,5.9901342,demi,8
-0.31581256,1.3679346,heroic,6
-0.49313292,3.1617978,scruple,0
0.6636016,6.690949,stray,3
0.3207321,7.240696,tread,3
1.4712343,3.8127098,accustomed,9
3.029232,2.0419993,editor,2
2.7770743,2.5498626,following,7
1.3209664,4.0426955,contrive,7
-0.3716476,2.4903743,presume,6
-0.53444314,3.1005135,falsehood,6
1.0769002,7.4002337,bench,1
-0.03540891,4.803422,realise,0
0.15237752,6.0766892,flee,3
0.071781404,2.3688354,consequently,6
0.31141177,2.3579748,foresee,6
0.3376238,1.3975047,exclude,6
2.7039502,7.0784664,nut,8
0.58830285,7.1238675,fairy,3
-0.20746395,1.5657367,petty,6
-1.3648448,3.4934077,humiliation,0
1.6183513,7.3073053,cushion,1
3.925065,2.794185,maria,2
1.5374707,4.5599775,beg_pardon,5
-0.62297726,2.4120386,sport,9
0.6586904,2.0930831,test,6
1.2013115,6.689535,tramp,3
-0.9904609,4.839949,hunger,0
-1.0014248,4.8834386,woe,0
1.6760585,4.1045904,meantime,7
2.1919987,4.583009,pleasantly,7
-0.034678534,1.2386353,supreme,6
0.18472333,1.2833319,infinite,6
0.7473751,3.284839,eloquent,9
3.1224666,5.0515265,tenant,8
1.9380136,5.979768,stable,8
2.9615762,5.010249,arobin,8
2.6286256,3.667467,neighborhood,7
1.8468598,5.7488966,seal,8
1.0438007,6.997389,back,1
1.577021,3.1109471,gracious,9
-0.6417011,5.654332,hell,0
0.22613817,6.35832,leap,3
2.810023,2.035182,declaration,2
0.48009375,3.8693805,sensitive,9
0.9977387,3.759728,congratulate,7
1.1422925,2.5684988,doubtful,6
1.1931653,2.4551396,discourse,9
-1.3535372,4.694693,sadness,0
-0.5091827,1.6458576,conquest,6
2.6017015,3.5807147,shortly,7
0.37159154,6.0163145,ghost,3
1.1716094,1.494216,universal,2
1.6278102,2.4009876,proceeding,2
-0.14464474,3.4024823,approbation,6
1.4980391,7.5287642,heel,1
-0.7212696,3.362797,oppress,0
0.59884316,4.278355,respectful,9
2.5305107,4.1436243,owner,9
2.2013392,4.9071655,uncommonly,5
-0.8780338,4.698491,confused,0
3.1554942,1.2905653,tent,8
0.59394276,2.6588917,minded,6
-0.6324619,5.181241,mute,0
0.18396674,2.6502738,elegance,6
0.5221836,7.0938315,clock,3
1.646718,7.161807,nail,1
0.43802038,2.8975637,except,6
0.35717642,5.129244,lament,0
-0.5158006,6.984195,sunny,3
1.941536,7.7060237,knit,1
-0.26227537,1.8477283,vary,9
-0.8958389,3.6766284,irritation,0
-0.93980294,3.5581462,inflict,0
0.46842113,2.1701434,contribute,6
3.0358875,4.6935225,rezia,5
0.0951217,2.8107545,peculiarly,6
4.8814373,3.5902948,goddard,4
2.464908,6.6837635,crop,8
-0.9705509,5.1708403,peaceful,3
0.27581373,3.2744558,encouragement,7
-0.41950136,1.3552774,exalt,6
-1.0177895,3.3393884,annoyance,0
-0.5864134,3.9905343,keenly,0
0.81261665,2.7281759,honorable,6
0.9308716,6.397522,rattle,8
3.0149593,3.4360175,explore,3
2.443014,2.7919376,provision,2
1.8786933,4.655492,fuss,5
0.310055,3.506506,solicitude,0
0.71998125,5.3356814,upright,9
0.3990035,5.378766,musical,9
2.6759543,1.0396892,ass,8
-0.3607724,5.357051,troubled,0
1.6236919,3.5075376,prolong,0
0.5402477,1.5706978,absolute,6
0.39575082,7.1618285,arch,3
1.5979803,7.5138254,inch,1
-0.13395093,7.4081826,scent,3
0.6557316,5.153382,wretch,0
2.3692842,4.1654167,elderly,9
0.81054837,4.6014786,georgiana,7
2.4961202,2.2004666,poem,2
0.37574273,7.0114365,ramble,3
-0.13283573,6.433969,background,3
2.7108228,4.0718904,parsonage,7
2.7833707,7.1456532,salt,8
3.644356,5.908127,lion,8
0.9013753,2.3679411,procure,6
1.8686793,7.8314433,sleeve,1
-0.073634975,6.583375,dwelling,3
2.4128485,0.95006776,ii,2
0.76726156,7.3301053,palm,1
-0.46340385,1.4294378,rousseau,6
2.4086285,7.0038743,china,8
1.7270675,4.731542,bother,5
0.41132653,7.658437,pillar,3
-0.022979388,1.4593171,regulate,6
2.126706,6.499835,dressing,1
0.62918407,2.8556013,medicine,9
0.1598582,6.091385,hum,3
-0.044085346,4.9458785,recognise,9
-1.3363659,4.087268,perish,0
4.1126785,3.1824238,campbell,7
0.76480514,3.7669876,coarse,9
2.941192,4.1379538,cheap,8
-0.9121554,4.8754725,hopeless,0
1.2870307,1.2731901,learning,6
-0.8305748,5.449565,invisible,0
0.4696576,3.5748906,severely,9
0.15992124,5.924963,singe,3
3.4227042,2.0996687,anti_slavery,2
2.5458906,4.301342,hunt,8
1.2112619,6.860485,spin,1
1.8946187,3.5623648,gypsy,9
0.90873414,0.98457676,recognition,2
1.7964014,3.0884337,hospitality,2
1.9155285,5.027591,horrid,5
0.6669198,1.9165471,inherit,6
1.8157364,7.9791794,satin,1
0.98470193,1.4983386,tragedy,2
-0.023183927,6.968857,pine,3
1.1292137,6.1276517,stroll,3
1.4677645,1.4317755,british,2
2.7776504,7.111541,boil,8
2.9118302,5.0819125,mademoiselle_reisz,8
-0.94538116,4.957625,fearful,0
1.6736356,7.570733,tail,1
1.2743267,1.1214867,interpretation,2
-0.34838545,6.56155,brighten,3
0.13686584,6.495254,obscure,9
3.282025,2.26621,petition,2
1.8376644,4.4872255,unfortunately,9
1.839278,7.804711,collar,1
-0.14228246,1.8734257,discharge,6
0.85944235,3.1459966,undoubtedly,6
0.32670096,4.570854,amazement,9
4.349796,3.9012864,trumbull,4
0.014466209,1.9200478,avail,6
1.5702897,3.6378322,meditation,0
2.4154167,4.6364884,opera,8
0.5267351,7.64297,brick,3
1.5741384,7.131933,mud,8
0.1294411,4.3122206,refrain,0
0.49838868,2.6164885,behalf,6
2.752799,3.6686485,expedition,8
0.20529996,1.0270216,basis,6
-0.035055712,2.780194,positive,6
2.3885465,2.5302217,mission,2
-0.37349266,3.096247,guilty,6
0.53352875,5.4205513,release,0
3.5745025,6.0250387,laballière,8
0.9673095,3.619096,ladyship,7
-0.9529595,1.969409,bodily,0
0.41849968,7.573699,glitter,3
1.0227757,3.1938264,attentive,7
1.3634714,6.754506,twist,1
-0.667314,2.9616501,restraint,6
-0.6163246,2.2102082,liable,6
-0.4628017,6.5701942,desolate,3
-0.80563056,1.9811876,human_being,6
2.39972,3.2112982,commission,7
2.014027,3.199185,convenient,9
0.4318861,2.829418,persuasion,7
2.0801432,5.4545383,smart,8
2.9383025,5.096467,victor,8
3.566766,2.5569494,boston,2
1.71933,7.1484337,hole,1
-0.41006327,1.8268728,perpetual,0
1.6432207,7.0079007,column,1
2.5910037,7.026645,soup,8
2.0514023,6.328349,daisy,1
2.0860438,6.6634555,puff,8
1.1029006,2.46249,successful,9
-0.783719,3.5632834,injury,0
-0.17841117,2.0864663,sole,9
-0.62998515,2.0083435,submission,0
0.47079217,1.8652954,substance,9
